8.579975366592407227e-01 8.579975366592407227e-01 9.739582538604736328e-01 8.655394613742828369e-02 7.240374565124511719e+00
9.446537494659423828e-01 9.446537494659423828e-01 9.802683591842651367e-01 6.385800987482070923e-02 2.835089445114135742e+00
9.515568614006042480e-01 9.515568614006042480e-01 9.808693528175354004e-01 6.116318702697753906e-02 2.778403520584106445e+00
9.515904784202575684e-01 9.515904784202575684e-01 9.802684783935546875e-01 6.169715896248817444e-02 2.517075300216674805e+00
9.539526700973510742e-01 9.539526700973510742e-01 9.792670607566833496e-01 6.247913464903831482e-02 4.915259361267089844e+00
9.543865919113159180e-01 9.543865919113159180e-01 9.784656763076782227e-01 6.640392541885375977e-02 2.721159696578979492e+00
9.579171538352966309e-01 9.579171538352966309e-01 9.809695482254028320e-01 6.389689445495605469e-02 2.762206077575683594e+00
9.565817713737487793e-01 9.565817713737487793e-01 9.815705418586730957e-01 5.588304623961448669e-02 2.689968109130859375e+00
9.595280885696411133e-01 9.595280885696411133e-01 9.811698198318481445e-01 6.295069307088851929e-02 2.689354181289672852e+00
9.591192603111267090e-01 9.591192603111267090e-01 9.835736751556396484e-01 5.689247325062751770e-02 2.782659292221069336e+00
9.574998617172241211e-01 9.574998617172241211e-01 9.822717905044555664e-01 5.452159792184829712e-02 2.800293445587158203e+00
9.565067291259765625e-01 9.565067291259765625e-01 9.804689288139343262e-01 6.092029064893722534e-02 2.636996030807495117e+00
9.589357972145080566e-01 9.589357972145080566e-01 9.838742017745971680e-01 5.184191837906837463e-02 2.744148969650268555e+00
9.598536491394042969e-01 9.598536491394042969e-01 9.849761724472045898e-01 5.020793527364730835e-02 2.746847152709960938e+00
9.595445990562438965e-01 9.595445990562438965e-01 9.833734631538391113e-01 5.197860300540924072e-02 2.891624689102172852e+00
9.591942429542541504e-01 9.591942429542541504e-01 9.835738539695739746e-01 5.276274681091308594e-02 2.537479877471923828e+00
