9.216586947441101074e-01 9.216586947441101074e-01 9.807692170143127441e-01 5.349843576550483704e-02 5.520080566406250000e+00
9.691340327262878418e-01 9.691340327262878418e-01 9.854767918586730957e-01 4.667709395289421082e-02 1.554396867752075195e+00
9.731733202934265137e-01 9.731733202934265137e-01 9.855769276618957520e-01 4.634796455502510071e-02 1.721284151077270508e+00
9.762781858444213867e-01 9.762781858444213867e-01 9.869793057441711426e-01 4.449267685413360596e-02 1.546939373016357422e+00
9.778470993041992188e-01 9.778470993041992188e-01 9.875801801681518555e-01 3.954430669546127319e-02 1.547734260559082031e+00
9.796162843704223633e-01 9.796162843704223633e-01 9.899840950965881348e-01 3.356156125664710999e-02 1.548858404159545898e+00
9.805513024330139160e-01 9.805513024330139160e-01 9.885817766189575195e-01 3.890390694141387939e-02 1.568349599838256836e+00
9.801003932952880859e-01 9.801003932952880859e-01 9.896836280822753906e-01 3.559133410453796387e-02 1.567214727401733398e+00
9.806680679321289062e-01 9.806680679321289062e-01 9.903846979141235352e-01 3.852878138422966003e-02 1.548400402069091797e+00
9.814023971557617188e-01 9.814023971557617188e-01 9.894833564758300781e-01 3.864160180091857910e-02 1.549372673034667969e+00
9.830048084259033203e-01 9.830048084259033203e-01 9.904849529266357422e-01 3.789282590150833130e-02 1.552392721176147461e+00
9.834887385368347168e-01 9.834887385368347168e-01 9.887821674346923828e-01 3.954318165779113770e-02 1.554295778274536133e+00
9.826541543006896973e-01 9.826541543006896973e-01 9.893830418586730957e-01 4.402456805109977722e-02 1.556873798370361328e+00
9.837892651557922363e-01 9.837892651557922363e-01 9.892830252647399902e-01 3.790346905589103699e-02 1.547577381134033203e+00
9.850745797157287598e-01 9.850745797157287598e-01 9.904849529266357422e-01 3.966772183775901794e-02 1.548449277877807617e+00
9.852248430252075195e-01 9.852248430252075195e-01 9.911859035491943359e-01 3.513157367706298828e-02 1.546453475952148438e+00
