1.128722429275512695e-01 1.128722429275512695e-01 1.134815812110900879e-01 2.301907062530517578e+00 3.178306484222412109e+01
1.101929470896720886e-01 1.101929470896720886e-01 1.134815812110900879e-01 2.302640199661254883e+00 2.250443696975708008e+00
1.107230186462402344e-01 1.107230186462402344e-01 1.134815812110900879e-01 2.301244974136352539e+00 1.911322355270385742e+00
1.099842637777328491e-01 1.099842637777328491e-01 1.134815812110900879e-01 2.301604509353637695e+00 1.799439668655395508e+00
1.115827336907386780e-01 1.115827336907386780e-01 1.134815812110900879e-01 2.301945209503173828e+00 2.198866844177246094e+00
1.104850992560386658e-01 1.104850992560386658e-01 1.134815812110900879e-01 2.302423238754272461e+00 1.949012041091918945e+00
1.115075647830963135e-01 1.115075647830963135e-01 1.028645932674407959e-01 2.302622079849243164e+00 2.361408472061157227e+00
1.107480227947235107e-01 1.107480227947235107e-01 1.134815812110900879e-01 2.301596164703369141e+00 1.986958503723144531e+00
1.110652163624763489e-01 1.110652163624763489e-01 1.134815812110900879e-01 2.301943302154541016e+00 1.803522586822509766e+00
1.111903712153434753e-01 1.111903712153434753e-01 1.134815812110900879e-01 2.301609277725219727e+00 2.138516664505004883e+00
1.105435043573379517e-01 1.105435043573379517e-01 1.009615287184715271e-01 2.302475452423095703e+00 1.798156976699829102e+00
1.103640571236610413e-01 1.103640571236610413e-01 1.134815812110900879e-01 2.302587509155273438e+00 1.890081167221069336e+00
1.118831485509872437e-01 1.118831485509872437e-01 9.805689007043838501e-02 2.302573680877685547e+00 2.202357530593872070e+00
1.110818982124328613e-01 1.110818982124328613e-01 1.134815812110900879e-01 2.301867723464965820e+00 1.932176351547241211e+00
1.099091693758964539e-01 1.099091693758964539e-01 1.134815812110900879e-01 2.301910161972045898e+00 1.933170080184936523e+00
1.117579936981201172e-01 1.117579936981201172e-01 1.134815812110900879e-01 2.302688837051391602e+00 1.962495803833007812e+00
